Gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,threshold
Or8u3-ps,16.41541760798172,9.262868643781667,3.8338829271393178,1.979673308895963e-4,0.001993716345467997,TRUE
Ubqln3,16.41541760798172,9.262868643781667,3.8338829271393178,1.979673308895963e-4,0.001993716345467997,TRUE
Vmn1r212,16.41541760798172,9.262868643781667,3.8338829271393178,1.979673308895963e-4,0.001993716345467997,TRUE
Cts3,16.41541760798172,9.262868643781667,3.8338829271393178,1.979673308895963e-4,0.001993716345467997,TRUE
Gm8778,16.41541760798172,9.262868643781667,3.8338829271393178,1.979673308895963e-4,0.001993716345467997,TRUE
Gm7820,16.41541760798172,9.262868643781667,3.8338829271393178,1.979673308895963e-4,0.001993716345467997,TRUE
Gm13347,16.41541760798172,9.262868643781667,3.8338829271393178,1.979673308895963e-4,0.001993716345467997,TRUE
Gm8950,16.41541760798172,9.262868643781667,3.8338829271393178,1.979673308895963e-4,0.001993716345467997,TRUE
Gm50176,16.41541760798172,9.262868643781667,3.8338829271393178,1.979673308895963e-4,0.001993716345467997,TRUE
Gm46223,28886.963230367986,9.258863173127626,0.8451676498796045,2.6812555029396334e-28,1.2538086982846313e-24,TRUE
Tmem92,36.739161946846785,9.249683423717778,2.0156448561275466,9.652702153375504e-7,2.7356342914917897e-5,TRUE
Gm5555,14.296065692836425,9.249298490372347,3.6850581530292943,1.2587247614526015e-4,0.0013746026925512973,TRUE
Mettl7b,13.562840014439583,9.247053988003659,3.695094922163446,1.3072284798897486e-4,0.0014229194175187248,TRUE
Spesp1,13.562840014439583,9.247053988003659,3.695094922163446,1.3072284798897486e-4,0.0014229194175187248,TRUE
Plxnb3,16.520258402815024,9.23662032505043,3.6509117268417546,1.1415149007975969e-4,0.0012721525212368262,TRUE
Hif3a,52.72835987361381,9.235296845027467,1.8470240183225497,1.332366377909508e-7,5.206862074101222e-6,TRUE
L1td1,28.88510133520243,9.234526116222959,1.955618164162957,5.356414285618212e-7,1.6878480109439276e-5,TRUE
A830018L16Rik,177.93212866034492,9.234212363762028,1.4198660630458588,1.781245842442498e-11,3.892271873097948e-9,TRUE
Gm15807,52.209853619510284,9.230521467369053,1.873801393503681,1.8315121765830648e-7,6.797235904871213e-6,TRUE
Or5w19,1029.6457337532358,9.2293130309605,1.029381548625352,9.689332846809818e-20,2.0595117390114578e-16,TRUE
Ppp1r17,15.69353647669341,9.21770617524119,3.871862778306479,2.3775752593414282e-4,0.0023084308733484844,TRUE
Nlrp5,15.69353647669341,9.21770617524119,3.871862778306479,2.3775752593414282e-4,0.0023084308733484844,TRUE
Slco1b2,15.69353647669341,9.21770617524119,3.871862778306479,2.3775752593414282e-4,0.0023084308733484844,TRUE
Apoa5,15.69353647669341,9.21770617524119,3.871862778306479,2.3775752593414282e-4,0.0023084308733484844,TRUE
Slc35f1,15.69353647669341,9.21770617524119,3.871862778306479,2.3775752593414282e-4,0.0023084308733484844,TRUE
Or13c7d,15.69353647669341,9.21770617524119,3.871862778306479,2.3775752593414282e-4,0.0023084308733484844,TRUE
Or2w2,15.69353647669341,9.21770617524119,3.871862778306479,2.3775752593414282e-4,0.0023084308733484844,TRUE
Or7g32,15.69353647669341,9.21770617524119,3.871862778306479,2.3775752593414282e-4,0.0023084308733484844,TRUE
Pramel34,15.69353647669341,9.21770617524119,3.871862778306479,2.3775752593414282e-4,0.0023084308733484844,TRUE
Gm13047,15.69353647669341,9.21770617524119,3.871862778306479,2.3775752593414282e-4,0.0023084308733484844,TRUE
Gm5381,15.69353647669341,9.21770617524119,3.871862778306479,2.3775752593414282e-4,0.0023084308733484844,TRUE
Spin2g,15.69353647669341,9.21770617524119,3.871862778306479,2.3775752593414282e-4,0.0023084308733484844,TRUE
Vmn1r30,15.69353647669341,9.21770617524119,3.871862778306479,2.3775752593414282e-4,0.0023084308733484844,TRUE
Gm7812,15.69353647669341,9.21770617524119,3.871862778306479,2.3775752593414282e-4,0.0023084308733484844,TRUE
Gm8672,15.69353647669341,9.21770617524119,3.871862778306479,2.3775752593414282e-4,0.0023084308733484844,TRUE
Gm30083,15.69353647669341,9.21770617524119,3.871862778306479,2.3775752593414282e-4,0.0023084308733484844,TRUE
Gm4946,15.69353647669341,9.21770617524119,3.871862778306479,2.3775752593414282e-4,0.0023084308733484844,TRUE
Tdrd9,13.832609066127851,9.217660767916287,3.509206550464711,7.091558732229413e-5,8.551198283561418e-4,TRUE
Muc2,151.22480784807254,9.215649205014044,1.277346529137844,1.2645414854338462e-13,6.290690312963566e-11,TRUE
Art3,13.682947785576324,9.207532999206803,3.684147011948483,1.3499515824251062e-4,0.0014618507713346999,TRUE
Srpk3,12.85769685245612,9.201026945505713,3.730359757637512,1.5954404821988603e-4,0.0016653122283165872,TRUE
Gsdma,12.85769685245612,9.201026945505713,3.730359757637512,1.5954404821988603e-4,0.0016653122283165872,TRUE
Padi1,18.787645717551634,9.193817935170662,3.6876510798093145,1.397143137754545e-4,0.0014968118744237114,TRUE
Or5al5,255.76041660645177,9.173216972512812,1.1296927650639341,1.0299265792505449e-16,1.4165125499680582e-13,TRUE
Tnfrsf13b,14.9716553454051,9.16703812944273,3.9147000935327743,2.883864779334978e-4,0.002702510717660566,TRUE
Rfx6,14.9716553454051,9.16703812944273,3.9147000935327743,2.883864779334978e-4,0.002702510717660566,TRUE
Ccdc175,14.9716553454051,9.16703812944273,3.9147000935327743,2.883864779334978e-4,0.002702510717660566,TRUE
Tubal3,14.9716553454051,9.16703812944273,3.9147000935327743,2.883864779334978e-4,0.002702510717660566,TRUE
Prss39,14.9716553454051,9.16703812944273,3.9147000935327743,2.883864779334978e-4,0.002702510717660566,TRUE
Sele,14.9716553454051,9.16703812944273,3.9147000935327743,2.883864779334978e-4,0.002702510717660566,TRUE
